Car_id,Date,Customer_Name,Gender,Annual_Income,Dealer_Name,Company,Model,Price,Dealer_No,Phone,Transmission_Auto,Transmission_Manual,Color_Black,Color_Pale_White,Color_Red,Body_Style_Hardtop,Body_Style_Hatchback,Body_Style_Passenger,Body_Style_Sedan,Body_Style_SUV,Engine_Double_Overhead_Camshaft,Engine_Overhead_Camshaft,Dealer_Region_Aurora,Dealer_Region_Austin,Dealer_Region_Greenville,Dealer_Region_Janesville,Dealer_Region_Middletown,Dealer_Region_Pasco,Dealer_Region_Scottsdale,Car_Age
C_CND_013904,2023-05-21,Simon,1,770000,Hatfield Volkswagen,Saturn,SL,22001,99301-3882,7403101,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
C_CND_013905,2023-05-21,Aaron,1,1010000,Race Car Help,Chevrolet,Malibu,41001,78758-7841,8592727,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
C_CND_013906,2023-05-22,Emma,1,1100000,Buddy Storbeck's Diesel Service Inc,Volvo,C70,82001,06457-3834,7349510,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_013907,2023-05-22,Yassine,0,13500,C & M Motors Inc,Toyota,Sienna,19001,60504-7114,6096207,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
C_CND_013908,2023-05-22,Ben,1,717000,Capitol KIA,Chrysler,LHS,26001,38701-8047,8612425,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
C_CND_013909,2023-05-22,Enzo,1,426000,Chrysler of Tri-Cities,BMW,528i,29001,99301-3882,8163848,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
C_CND_013910,2023-05-22,Oceane,1,1103000,Chrysler Plymouth,Cadillac,DeVille,69301,53546-9427,7835943,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C_CND_013911,2023-05-22,Gabriel,1,720000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,45001,06457-3834,6495152,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
C_CND_013912,2023-05-22,Yasmine,0,790000,Clay Johnson Auto Sales,BMW,328i,16001,78758-7841,7627232,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
C_CND_013913,2023-05-22,Fathi,1,13500,Diehl Motor CO Inc,Ford,Crown Victoria,29001,06457-3834,8226230,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
C_CND_013914,2023-05-22,Ruth,1,415000,New Castle Ford Lincoln Mercury,Chrysler,LHS,26000,60504-7114,8815144,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
C_CND_013915,2023-05-22,Sabrina,1,519000,Pars Auto Sales,Honda,Accord,43000,38701-8047,6716118,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
C_CND_013916,2023-05-22,Sadie,1,3270000,Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Maxima,54000,99301-3882,7694302,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
C_CND_013917,2023-05-22,Salma,1,13500,Progressive Shippers Cooperative Association No,Dodge,Durango,22000,53546-9427,7635011,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C_CND_013918,2023-05-22,Samantha,1,530000,Rabun Used Car Sales,Mercury,Grand Marquis,71000,85257-3102,8539149,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
C_CND_013919,2023-05-22,Samira,1,1500000,Race Car Help,Chevrolet,Camaro,17000,78758-7841,8989917,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
C_CND_013920,2023-05-22,Monica,1,13500,Pars Auto Sales,Saturn,SC,33000,38701-8047,7706079,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
C_CND_013921,2023-05-22,Sarah,1,485000,Saab-Belle Dodge,Volvo,C70,24000,60504-7114,7894922,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
C_CND_013922,2023-05-22,Tenzin,1,2400000,Saab-Belle Dodge,Honda,Odyssey,27000,60504-7114,8716496,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
C_CND_013923,2023-05-22,Miranda,1,421200,U-Haul CO,Buick,Century,17200,78758-7841,8675226,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
C_CND_013924,2023-05-22,Thomas,0,1450000,Star Enterprises Inc,Chrysler,Sebring Coupe,26000,99301-3882,6339714,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
C_CND_013925,2023-05-22,Olivia,1,13500,Chrysler of Tri-Cities,Infiniti,I30,51000,99301-3882,7971345,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
C_CND_013926,2023-05-22,Tony,1,875500,Tri-State Mack Inc,Hyundai,Accent,18500,85257-3102,6257764,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
C_CND_013927,2023-05-22,Travis,0,950000,U-Haul CO,Cadillac,Eldorado,31000,78758-7841,7740152,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
C_CND_013928,2023-05-22,Tyler,1,1400000,Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,33000,06457-3834,8104104,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
C_CND_013929,2023-05-22,Victor,1,1457500,C & M Motors Inc,Honda,Accord,21750,60504-7114,8141404,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
C_CND_013930,2023-05-22,Kaelyn,0,840000,Scrivener Performance Engineering,Dodge,Ram Van,12001,38701-8047,8962768,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
C_CND_013931,2023-05-22,Kailey,1,13500,Star Enterprises Inc,Volkswagen,Jetta,22000,99301-3882,8916873,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
C_CND_013932,2023-05-22,Kailyn,1,2305000,Suburban Ford,Chrysler,300M,16500,53546-9427,6133098,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C_CND_013933,2023-05-22,Kaitlyn,0,13500,Tri-State Mack Inc,Pontiac,Sunfire,28000,85257-3102,6282691,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
C_CND_013934,2023-05-22,Kamila,1,13500,U-Haul CO,Jeep,Grand Cherokee,21000,78758-7841,7795154,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
C_CND_013935,2023-05-22,Karen,1,1700000,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,60000,06457-3834,8746786,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
C_CND_013936,2023-05-22,Karla,1,2500000,C & M Motors Inc,Mercedes-B,SLK,19000,60504-7114,8059438,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
C_CND_013937,2023-05-22,Kate,1,370000,Capitol KIA,Mitsubishi,3000GT,18000,38701-8047,6998625,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
C_CND_013938,2023-05-22,Mateo,1,1560000,McKinney Dodge Chrysler Jeep,Saturn,LW,49001,85257-3102,6122644,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_013939,2023-05-22,Ludovic,1,13500,Motor Vehicle Branch Office,Jaguar,S-Type,20001,78758-7841,8639902,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
C_CND_013940,2023-05-22,Anaelle,0,550000,Nebo Chevrolet,Toyota,Sienna,27001,06457-3834,7064186,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
C_CND_013941,2023-05-22,Driss,1,1200000,New Castle Ford Lincoln Mercury,Volkswagen,Cabrio,16001,60504-7114,7257051,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
C_CND_013942,2023-05-22,Glwadys,1,1200000,Pars Auto Sales,Buick,Park Avenue,23001,38701-8047,7723875,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
C_CND_013943,2023-05-22,Valentin,1,815000,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,528i,21001,99301-3882,6395677,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
C_CND_013944,2023-05-22,Berenice,1,740000,Progressive Shippers Cooperative Association No,Saab,03-Sep,69001,53546-9427,7200394,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
C_CND_013945,2023-05-22,Thomas,0,630000,Rabun Used Car Sales,Ford,Crown Victoria,26001,85257-3102,6743340,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_013946,2023-05-23,Djenah,1,2176000,Enterprise Rent A Car,Saturn,SL,20601,60504-7114,6913393,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
C_CND_013947,2023-05-23,Sajid,0,13500,Gartner Buick Hyundai Saab,Ford,Taurus,1200,38701-8047,7828930,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
C_CND_013948,2023-05-23,Chirine,0,800000,Hatfield Volkswagen,BMW,323i,9001,99301-3882,6255465,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
C_CND_013949,2023-05-23,Enola,1,1100000,Iceberg Rentals,Nissan,Altima,20001,53546-9427,6072586,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
C_CND_013950,2023-05-23,Sammy,0,680000,McKinney Dodge Chrysler Jeep,Ford,Explorer,4200,85257-3102,8216636,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
C_CND_013951,2023-05-23,Isaac,1,13500,Motor Vehicle Branch Office,Pontiac,Sunfire,28001,78758-7841,7861709,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
C_CND_013952,2023-05-23,Sirine,1,1940000,Nebo Chevrolet,Lexus,GS400,12001,06457-3834,8807373,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
C_CND_013953,2023-05-23,Sasha,1,1200000,Scrivener Performance Engineering,Chevrolet,Metro,19000,38701-8047,6836493,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
C_CND_013954,2023-05-23,Savannah,1,1276000,Star Enterprises Inc,Jaguar,S-Type,20600,99301-3882,8499523,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
C_CND_013955,2023-05-23,Scarlett,1,800000,Suburban Ford,Chrysler,Cirrus,12000,53546-9427,6613669,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
C_CND_013956,2023-05-23,Serena,1,1335000,Tri-State Mack Inc,Ford,Expedition,22500,85257-3102,7541829,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
C_CND_013957,2023-05-23,Montserrat,0,646000,Progressive Shippers Cooperative Association No,Mitsubishi,Eclipse,12000,53546-9427,8122859,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
C_CND_013958,2023-05-23,Mya,0,576000,Rabun Used Car Sales,Mitsubishi,Montero Sport,12000,85257-3102,8013875,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_013959,2023-05-23,Shaindy,1,13500,Rabun Used Car Sales,Volkswagen,Jetta,19000,85257-3102,8336273,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
C_CND_013960,2023-05-23,Vincent,1,2600000,Capitol KIA,Toyota,4Runner,25000,38701-8047,8213222,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
C_CND_013961,2023-05-23,Phoebe,0,490000,Classic Chevy,Ford,Focus,17000,85257-3102,6332388,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
C_CND_013962,2023-05-23,Wilson,0,390000,Chrysler Plymouth,Pontiac,Bonneville,36000,53546-9427,7419616,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
C_CND_013963,2023-05-23,Xavier,1,1705000,Classic Chevy,Mercedes-B,C-Class,12500,85257-3102,6788318,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
C_CND_013964,2023-05-23,Zachary,0,1271000,Clay Johnson Auto Sales,BMW,323i,21100,78758-7841,8675892,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
C_CND_013965,2023-05-23,Zain,1,1610000,Diehl Motor CO Inc,Mercedes-B,C-Class,17000,06457-3834,6821602,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_013966,2023-05-23,Rebecca,1,600000,Enterprise Rent A Car,Nissan,Pathfinder,21000,60504-7114,7539884,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
C_CND_013967,2023-05-23,Katelyn,1,1150000,Chrysler of Tri-Cities,Chrysler,Sebring Coupe,26000,99301-3882,6852055,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
C_CND_013968,2023-05-23,Katelynn,1,1600000,Chrysler Plymouth,Ford,Mustang,22001,53546-9427,7695742,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
C_CND_013969,2023-05-23,Katherine,1,2001000,Classic Chevy,Lincoln,Continental,42101,85257-3102,8441836,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
C_CND_013970,2023-05-23,Katie,1,1915000,Clay Johnson Auto Sales,Oldsmobile,Bravada,19500,78758-7841,8061384,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
C_CND_013971,2023-05-23,Eric,0,835000,U-Haul CO,Volkswagen,Beetle,45000,78758-7841,7751336,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
C_CND_013972,2023-05-23,Kaylee,0,1320000,Enterprise Rent A Car,BMW,528i,62000,60504-7114,7722110,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
C_CND_013973,2023-05-23,Kayleen,0,830000,Gartner Buick Hyundai Saab,Oldsmobile,Bravada,36000,38701-8047,6493153,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
C_CND_013974,2023-05-23,Lea,1,695000,Race Car Help,Saab,05-Sep,28001,78758-7841,7772835,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
C_CND_013975,2023-05-23,Abdiel,1,1266000,Ryder Truck Rental and Leasing,Honda,Passport,27601,06457-3834,6234549,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_013976,2023-05-23,Sabrina,0,598000,Saab-Belle Dodge,Toyota,Sienna,12001,60504-7114,6808539,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
C_CND_013977,2023-05-23,Killian,0,473000,Scrivener Performance Engineering,Mitsubishi,3000GT,21001,38701-8047,8763638,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
C_CND_013978,2023-05-23,Celine,1,870000,Star Enterprises Inc,BMW,328i,21001,99301-3882,6778887,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
C_CND_013979,2023-05-23,Abel,1,620000,Saab-Belle Dodge,Ford,Focus,49001,60504-7114,7727065,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
C_CND_013980,2023-05-23,Mateo,0,13500,Tri-State Mack Inc,Cadillac,Eldorado,85001,85257-3102,7022622,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_013981,2023-05-24,Leila,1,13500,New Castle Ford Lincoln Mercury,Pontiac,Bonneville,36001,60504-7114,7639977,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
C_CND_013982,2023-05-24,Ouwyss,1,13500,Pars Auto Sales,Saturn,LS,14001,38701-8047,8447400,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
C_CND_013983,2023-05-24,Feryal,0,1050000,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Viper,23001,99301-3882,8345902,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
C_CND_013984,2023-05-24,Shayna,1,746000,Race Car Help,BMW,528i,21000,78758-7841,6161750,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
C_CND_013985,2023-05-24,Nashla,1,480000,Ryder Truck Rental and Leasing,Dodge,Ram Pickup,19000,06457-3834,8253816,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
C_CND_013986,2023-05-24,Natalia,1,1000000,Saab-Belle Dodge,Nissan,Pathfinder,75000,60504-7114,8271538,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
C_CND_013987,2023-05-24,Abdoul,1,1320000,Hatfield Volkswagen,Audi,A6,14000,99301-3882,8300481,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
C_CND_013988,2023-05-24,Abdoulaye,1,896000,Iceberg Rentals,Oldsmobile,Cutlass,41001,53546-9427,8712032,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
C_CND_013989,2023-05-24,Adam,1,1450000,McKinney Dodge Chrysler Jeep,Chevrolet,Corvette,45001,85257-3102,8250842,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
C_CND_013990,2023-05-24,Kayleigh,1,1135000,Hatfield Volkswagen,Ford,Expedition,22500,99301-3882,6510113,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
C_CND_013991,2023-05-24,Kaylie,1,13500,Iceberg Rentals,Dodge,Ram Van,18000,53546-9427,6857726,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
C_CND_013992,2023-05-24,Edward,0,13500,C & M Motors Inc,Honda,Passport,27000,60504-7114,6003274,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
C_CND_013993,2023-05-24,Basile,0,515000,U-Haul CO,BMW,528i,62001,78758-7841,8867744,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
C_CND_013994,2023-05-24,Dorian,0,915000,Progressive Shippers Cooperative Association No,Volvo,S80,25001,53546-9427,7231550,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
C_CND_013995,2023-05-24,Vincent,1,2102000,Rabun Used Car Sales,Volkswagen,Passat,31201,85257-3102,8421092,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
C_CND_013996,2023-05-25,Ruby,0,672000,Star Enterprises Inc,Ford,Ranger,18000,99301-3882,7679574,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
C_CND_013997,2023-05-25,Amelia,1,1955000,Rabun Used Car Sales,Mercedes-B,S-Class,1450,85257-3102,8719322,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
C_CND_013998,2023-05-25,Hatim,1,1501000,Race Car Help,Mercedes-B,C-Class,12101,78758-7841,7291894,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
C_CND_013999,2023-05-25,Shoshana,1,1160000,Scrivener Performance Engineering,Nissan,Altima,20000,38701-8047,7190002,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
C_CND_014000,2023-05-25,Siena,1,1365000,Star Enterprises Inc,Toyota,Celica,14500,99301-3882,7636512,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
C_CND_014001,2023-05-25,Sienna,1,1250000,Suburban Ford,Saturn,LS,51000,53546-9427,6184858,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
C_CND_014002,2023-05-25,Aden,1,898000,Motor Vehicle Branch Office,Chevrolet,Impala,22001,78758-7841,7657923,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
C_CND_014003,2023-05-25,Adonis,1,1515000,Nebo Chevrolet,Volkswagen,Cabrio,25501,06457-3834,8726365,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
C_CND_014004,2023-05-25,Adrian,1,2980000,New Castle Ford Lincoln Mercury,Dodge,Dakota,12001,60504-7114,6919716,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
C_CND_014005,2023-05-25,Keily,0,13500,Motor Vehicle Branch Office,BMW,528i,21000,78758-7841,6575033,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
C_CND_014006,2023-05-25,Kelly,1,1240000,Nebo Chevrolet,Acura,TL,23000,06457-3834,6026389,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
C_CND_014007,2023-05-25,Keyla,1,1120000,New Castle Ford Lincoln Mercury,Chevrolet,Corvette,45000,60504-7114,8776418,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
C_CND_014008,2023-05-25,Mairne,1,1640000,Race Car Help,Mercury,Cougar,22001,78758-7841,7431903,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
C_CND_014009,2023-05-25,Thomas,1,480000,Ryder Truck Rental and Leasing,Mercedes-B,SLK,36001,06457-3834,7189888,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
C_CND_014010,2023-05-25,Alejandro,1,550055,Diehl Motor CO Inc,Dodge,Caravan,23051,06457-3834,7714092,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
C_CND_014011,2023-05-26,Fatima,1,13500,Ryder Truck Rental and Leasing,Lincoln,Town car,1700,06457-3834,7469239,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_014012,2023-05-26,Ruchy,1,13500,Suburban Ford,Dodge,Caravan,19000,53546-9427,8242193,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
C_CND_014013,2023-05-26,Yasmine,1,887000,Scrivener Performance Engineering,Honda,Accord,19001,38701-8047,6229397,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
C_CND_014014,2023-05-26,Lina,0,750000,Star Enterprises Inc,Volkswagen,Passat,13001,99301-3882,8086960,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
C_CND_014015,2023-05-26,Sadie,1,1384000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,20400,06457-3834,7297538,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_014016,2023-05-26,Julian,1,705000,Iceberg Rentals,Nissan,Pathfinder,16000,53546-9427,7339949,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
C_CND_014017,2023-05-26,Chaima,0,13500,U-Haul CO,Pontiac,Bonneville,19001,78758-7841,7983121,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
C_CND_014018,2023-05-26,Hasna,0,668000,Progressive Shippers Cooperative Association No,Chevrolet,Corvette,25001,53546-9427,6264937,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C_CND_014019,2023-05-26,Maylisse,1,831500,Rabun Used Car Sales,Buick,Regal,19501,85257-3102,8611902,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
C_CND_014020,2023-05-26,Massy,1,780000,Race Car Help,Ford,Explorer,22001,78758-7841,8676853,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
C_CND_014021,2023-05-26,Oweis,1,13500,Ryder Truck Rental and Leasing,Mercedes-B,CL500,2200,06457-3834,8583796,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
C_CND_014022,2023-05-26,Kais,1,13500,Saab-Belle Dodge,Chevrolet,Cavalier,20001,60504-7114,8740087,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
C_CND_014023,2023-05-26,Caleb,1,881000,Buddy Storbeck's Diesel Service Inc,Dodge,Caravan,38000,06457-3834,6692210,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
C_CND_014024,2023-05-26,Marwan,1,13500,Star Enterprises Inc,Volkswagen,Passat,21001,99301-3882,6397168,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
C_CND_014025,2023-05-26,Penelope,0,640000,Star Enterprises Inc,Chevrolet,Prizm,27000,99301-3882,6956287,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
C_CND_014026,2023-05-26,Giovanni,1,2040000,Tri-State Mack Inc,Ford,Expedition,18001,85257-3102,6266046,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
C_CND_014027,2023-05-26,Assia,1,11200000,U-Haul CO,Oldsmobile,Bravada,26001,78758-7841,6085179,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
C_CND_014028,2023-05-26,Yanis,1,3820000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,19001,06457-3834,8606807,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_014029,2023-05-26,Sima,0,13500,Tri-State Mack Inc,Mercedes-B,E-Class,31000,85257-3102,7851357,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
C_CND_014030,2023-05-26,Simone,1,1775000,U-Haul CO,Pontiac,Grand Am,19500,78758-7841,8816349,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C_CND_014031,2023-05-26,Skylar,1,955000,Buddy Storbeck's Diesel Service Inc,Saturn,LW,13000,06457-3834,8810056,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
C_CND_014032,2023-05-26,Tiffany,1,678500,Rabun Used Car Sales,Mercedes-B,M-Class,18500,85257-3102,7350483,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
C_CND_014033,2023-05-26,Sofia,1,13500,Capitol KIA,Volkswagen,Passat,32000,38701-8047,7364389,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
C_CND_014034,2023-05-26,Sophia,1,665000,Chrysler of Tri-Cities,Volvo,S40,29000,99301-3882,7315344,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
C_CND_014035,2023-05-26,Sophie,1,1665000,Chrysler Plymouth,Mercedes-B,CL500,22500,53546-9427,8438840,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
C_CND_014036,2023-05-26,Stella,1,13500,Classic Chevy,Dodge,Viper,23000,85257-3102,6730801,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
C_CND_014037,2023-05-26,Summer,1,13500,Clay Johnson Auto Sales,Mitsubishi,Galant,36000,78758-7841,7361124,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
C_CND_014038,2023-05-26,Suri,1,1915000,Diehl Motor CO Inc,Pontiac,Bonneville,19500,06457-3834,7657828,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
